English,Kannada
kuttikutty,ಕುಟ್ಟಿಕುಟ್ಟಿ
sangannakaradi,ಸಂಗಣ್ಣಕರಡಿ
aharavagabekada,ಆಹಾರವಾಗಬೇಕಾದ
kaaryatatparavaagabeku,ಕಾರ್ಯತತ್ಪರವಾಗಬೇಕು
kadiyaguttiddu,ಕಡಿಯಾಗುತ್ತಿದ್ದು
sirwal,ಸಿರ್ವಾಲ್
voltiles,ವೋಲ್ಟೈಲ್ಸ್
sidilinantagittu,ಸಿಡಿಲಿನಂತಾಗಿತ್ತು
balakemaaduttidda,ಬಳಕೆಮಾಡುತ್ತಿದ್ದ
barataite,ಬರತೈತೆ
vinyaasagaartiyaagi,ವಿನ್ಯಾಸಗಾರ್ತಿಯಾಗಿ
sangeetaanjali,ಸಂಗೀತಾಂಜಲಿ
tiliyuvudakkaagali,ತಿಳಿಯುವುದಕ್ಕಾಗಲಿ
besaragondanu,ಬೇಸರಗೊಂಡನು
sogayisittu,ಸೊಗಯಿಸಿತ್ತು
ulisikolluvu,ಉಳಿಸಿಕೊಳ್ಳುವು
hunasehannininda,ಹುಣಸೆಹಣ್ಣಿನಿಂದ
nyaayapaddhatige,ನ್ಯಾಯಪದ್ಧತಿಗೆ
transke,ಟ್ರಾನ್ಸ್ಕೆ
kanakapuradindaloo,ಕನಕಪುರದಿಂದಲೂ
pampanalliyu,ಪಂಪನಲ್ಲಿಯೂ
tirikondandininda,ತೀರಿಕೊಂಡಂದಿನಿಂದ
sanjeera,ಸಂಜೀರಾ
eccentric,ಎಕ್ಸೆಂಟ್ರಿಕ್
kiridaagisabahudu,ಕಿರಿದಾಗಿಸಬಹುದು
kaleyuttiruvaagale,ಕಳೆಯುತ್ತಿರುವಾಗಲೇ
vaasavaarige,ವಾಸವಾರಿಗೆ
uttarisuvudillaa,ಉತ್ತರಿಸುವುದಿಲ್ಲಾ
natangely,ನ್ಯಾಟ್ಯಾಂಜಲಿ
vigabatrin,ವಿಗಾಬಟ್ರಿನ್
tondareyannoo,ತೊಂದರೆಯನ್ನೂ
jinkegalalli,ಜಿಂಕೆಗಳಲ್ಲಿ
radindaagi,ರದಿಂದಾಗಿ
kadaluttide,ಕದಲುತ್ತಿದೆ
bidisiruvude,ಬಿಡಿಸಿರುವುದೇ
ardhadina,ಅರ್ಧದಿನ
jivanashailiyallaada,ಜೀವನಶೈಲಿಯಲ್ಲಾದ
varkbukninda,ವರ್ಕ್ಬುಕ್ನಿಂದ
hinneleye,ಹಿನ್ನೆಲೆಯೆ
pavanagonda,ಪಾವನಗೊಂಡ
hogodari,ಹೋಗೋದಾರಿ
panchava,ಪಂಚವ
horatarattiruva,ಹೊರತರತ್ತಿರುವ
perimenopasnalli,ಪೆರಿಮೆನೊಪಾಸ್ನಲ್ಲಿ
nadesibiduva,ನಡೆಸಿಬಿಡುವ
helikodo,ಹೇಳಿಕೊಡೋ
aaydakondu,ಆಯ್ದಕೊಂಡು
satisareddy,ಸತೀಸರೆಡ್ಡಿ
soojichucchi,ಸೂಜಿಚುಚ್ಚಿ
sedev,ಸೆಡೆವ್
nadadoregal,ನಾಡದೊರೆಗಳ್
moodubidrek,ಮೂಡುಬಿದ್ರೆಕ್
boomin,ಬೂಮಿನ್
bahishkaaravanne,ಬಹಿಷ್ಕಾರವನ್ನೇ
sadubet,ಸಾದುಬೆಟ್
beedina,ಬೀಡಿನ
salahalikkagi,ಸಲಹಲಿಕ್ಕಾಗಿ
nanjanoodina,ನಂಜನೂಡಿನ
vranagalindaloo,ವ್ರಣಗಳಿಂದಲೂ
virupaksheshwara,ವಿರೂಪಾಕ್ಷೇಶ್ವರ
vachanamarga,ವಚನಮಾರ್ಗ
urige,ಊರಿಗೆ
sharmanemba,ಶರ್ಮನೆಂಬ
badalayisikolla,ಬದಲಾಯಿಸಿಕೊಳ್ಳ
edurisuttiruvudeke,ಎದುರಿಸುತ್ತಿರುವುದೇಕೆ
savaararigantoo,ಸವಾರರಿಗಂತೂ
kalpisabahude,ಕಲ್ಪಿಸಬಹುದೇ
mayyabba,ಮಯ್ಯಬ್ಬ
sarvaroope,ಸರ್ವರೂಪೇ
sajjagiye,ಸಜ್ಜಾಗಿಯೇ
coleto,ಕೊಲೆಟೋ
maushmi,ಮೌಷ್ಮಿ
samantachudamaniya,ಸಾಮಂತಚೂಡಾಮಣಿಯ
chaalaneyiruva,ಚಾಲನೆಯಿರುವ
horabandavarante,ಹೊರಬಂದವರಂತೆ
tibetannarannu,ಟಿಬೆಟನ್ನರನ್ನು
manniruva,ಮಣ್ಣಿರುವ
tapaswadhyay,ತಪಸ್ವಾಧ್ಯಾಯ
bausheran,ಬೌಶೆರನ್
ashtottigella,ಅಷ್ಟೊತ್ತಿಗೆಲ್ಲಾ
gannargala,ಗನ್ನರ್ಗಳ
vagdare,ವಾಗ್ದರೆ
puranavakya,ಪುರಾಣವಾಕ್ಯ
vastrasangrahada,ವಸ್ತ್ರಸಂಗ್ರಹದ
vainganakara,ವೈಂಗಣಕರ
padmanabhamahibhujam,ಪದ್ಮನಾಭಮಹೀಭುಜಂ
srajanasheelanannu,ಸೃಜನಶೀಲನನ್ನು
dantula,ದಂತುಲ
rovman,ರಾವ್ಮನ್
shyamanik,ಶ್ಯಾಮನಿಕ್
rettege,ರೆಟ್ಟೆಗೆ
sukhavulla,ಸುಖವುಳ್ಳ
mukkalide,ಮುಕ್ಕಲಿದೆ
bmm,ಬಿಎಂಎಂ
naukariyalliruvavarannu,ನೌಕರಿಯಲ್ಲಿರುವವರನ್ನು
nondayisikolluvudara,ನೊಂದಾಯಿಸಿಕೊಳ್ಳುವುದರ
dadhiya,ದಧಿಯ
pashugalondige,ಪಶುಗಳೊಂದಿಗೆ
centamery,ಸೆಂಟಮೇರಿ
hogadante,ಹೋಗದಂತೆ
nambikeyaagi,ನಂಬಿಕೆಯಾಗಿ
varnisalaadeete,ವರ್ಣಿಸಲಾದೀತೆ
nawabaru,ನವಾಬರು
dakshinaankanige,ದಕ್ಷಿಣಾಂಕನಿಗೆ
aluvaadinda,ಅಲುವಾದಿಂದ
megneeshiyaavannu,ಮೆಗ್ನೀಷಿಯಾವನ್ನು
tegedukolloke,ತೆಗೆದುಕೊಳ್ಳೊಕೆ
prasannakumar,ಪ್ರಸನ್ನಕುಮರ್
srihalli,ಶ್ರೀಹಳ್ಳಿ
gostigalannu,ಗೋಷ್ಠಿಗಳನ್ನು
saarvattika,ಸಾರ್ವತ್ತಿಕ
kanadanga,ಕಾಣದಾಂಗ
nirlajja,ನಿರ್ಲಜ್ಜಾ
siddhategalilla,ಸಿದ್ಧತೆಗಳಿಲ್ಲ
raitasanghagalu,ರೈತಸಂಘಗಳು
kharidisidaru,ಖರಿದಿಸಿದರು
nodidarellaru,ನೋಡಿದರೆಲ್ಲರೂ
tegedukondane,ತೆಗೆದುಕೊಂಡನೆ
chikhaloli,ಚಿಖಲೋಲಿ
aaryabhatanige,ಆರ್ಯಭಟನಿಗೆ
gabaripadisuttade,ಗಾಬರಿಪಡಿಸುತ್ತದೆ
vyavastheyirabekendu,ವ್ಯವಸ್ಥೆಯಿರಬೇಕೆಂದು
balasikondiddanante,ಬಳಸಿಕೊಂಡಿದ್ದನಂತೆ
targersen,ಟಾರ್ಗೆರ್ಸೆನ್
taironne,ತೈರೊನ್ನೆ
padeyuttiddare,ಪಡೆಯುತ್ತಿದ್ದಾರೆ
adhinavagisitu,ಅಧೀನವಾಗಿಸಿತು
snehitaragirutteve,ಸ್ನೇಹಿತರಾಗಿರುತ್ತೇವೆ
matanadidakulakarni,ಮಾತನಾಡಿದಕುಲಕರ್ಣಿ
yuvapemigalannu,ಯುವಪೇಮಿಗಳನ್ನು
kinkararinda,ಕಿಂಕರರಿಂದ
vardhisuvavanu,ವರ್ಧಿಸುವವನು
saviyunisalu,ಸವಿಯುಣಿಸಲು
jadeyuttade,ಜಡೆಯುತ್ತದೆ
korgaliginta,ಕೋರ್ಗಳಿಗಿಂತ
dayamayavaguttade,ದಯಾಮಯವಾಗುತ್ತದೆ
cumath,ಕ್ಯುಮ್ಯಾಥ್
tevagolisadiddalli,ತೇವಗೊಳಿಸದಿದ್ದಲ್ಲಿ
achcharigolisuttave,ಅಚ್ಚರಿಗೊಳಿಸುತ್ತವೆ
ondaagabekide,ಒಂದಾಗಬೇಕಿದೆ
gadyakaavyadalli,ಗದ್ಯಕಾವ್ಯದಲ್ಲಿ
jeevavalla,ಜೀವವಲ್ಲ
marvika,ಮಾರ್ವಿಕ
adaga,ಅಡಗ
jikevikege,ಜಿಕೆವಿಕೆಗೆ
kodagege,ಕೊಡಗೆಗೆ
kanasugaaranaagidda,ಕನಸುಗಾರನಾಗಿದ್ದ
nodadavarante,ನೋಡದವರಂತೆ
ankuraarpaneyaada,ಅಂಕುರಾರ್ಪಣೆಯಾದ
kashalinga,ಕಾಶಲಿಂಗ
soukumara,ಸೌಕುಮಾರ
tirmaasidde,ತೀರ್ಮಾಸಿದ್ದೆ
belmigava,ಬೆಳ್ಮಿಗವ
koriddara,ಕೋರಿದ್ದಾರಾ
badukabahudaadare,ಬದುಕಬಹುದಾದರೆ
ayodhyeyagalu,ಅಯೋಧ್ಯೆಯಾಗಲು
tannakrutiyalli,ತನ್ನಕೃತಿಯಲ್ಲಿ
theorinalli,ಥಿಯರಿನಲ್ಲಿ
sannamale,ಸಣ್ಣಮಳೆ
rashigalindagi,ರಾಶಿಗಳಿಂದಾಗಿ
kharchigi,ಖರ್ಚಿಗಿ
saamraajyashaahiyanne,ಸಾಮ್ರಾಜ್ಯಶಾಹಿಯನ್ನೇ
kuladon,ಕುಲದೋನ್
salsette,ಸಾಲ್ಸೆಟ್
soulabhyanolagonda,ಸೌಲಭ್ಯನೊಳಗೊಂಡ
tantraamshadindaagi,ತಂತ್ರಾಂಶದಿಂದಾಗಿ
avyavasthitavagiye,ಅವ್ಯವಸ್ಥಿತವಾಗಿಯೇ
siddappagola,ಸಿದ್ದಪ್ಪಗೋಳ
heccheno,ಹೆಚ್ಚೇನೊ
tatuvattu,ತಟುವಟ್ಟು
decibelgalu,ಡೆಸಿಬೆಲ್ಗಳು
feelings,ಫೀಲಿಂಗ್ಸ್
natanaavarasegalannu,ನಟನಾವರಸೆಗಳನ್ನು
rangache,ರಂಗಾಚೆ
munnadeyutide,ಮುನ್ನಡೆಯುತಿದೆ
doddavalla,ದೊಡ್ಡವಲ್ಲ
sattaddaagi,ಸತ್ತದ್ದಾಗಿ
appuvininda,ಅಪ್ಪುವಿನಿಂದ
kelamattadalliyu,ಕೆಳಮಟ್ಟದಲ್ಲಿಯೂ
shatana,ಶತನ
karjikayiyante,ಕರ್ಜಿಕಾಯಿಯಂತೆ
nimali,ನಿಮಲಿ
nirmithavaada,ನಿರ್ಮಿತವಾದ
gurata,ಗುರತ
alastrikattehundi,ಆಲಸ್ತ್ರೀಕಟ್ಟೆಹುಂಡಿ
devadutanaagiddaane,ದೇವದೂತನಾಗಿದ್ದಾನೆ
tirugisabekagilla,ತಿರುಗಿಸಬೇಕಾಗಿಲ್ಲ
notaveniside,ನೋಟವೆನಿಸಿದೆ
shelne,ಶೆಲ್ನೆ
vachyagolisuva,ವಾಚ್ಯಗೊಳಿಸುವ
rachanakaarana,ರಚನಕಾರನ
yojanegalallilla,ಯೋಜನೆಗಳಲ್ಲಿಲ್ಲ
siddhalingarige,ಸಿದ್ಧಲಿಂಗರಿಗೆ
stickman,ಸ್ಟಿಕ್ಮನ್
paracha,ಪರಚಾ
kaikolluttiruvudu,ಕೈಕೊಳ್ಳುತ್ತಿರುವುದು
jimbaabvegalalli,ಜಿಂಬಾಬ್ವೆಗಳಲ್ಲಿ
realitishogalalli,ರಿಯಾಲಿಟಿಶೋಗಳಲ್ಲಿ
arhavallavendu,ಅರ್ಹವಲ್ಲವೆಂದು
charisuvanu,ಚರಿಸುವನು
kewa,ಕೆವಾ
ramaharakha,ರಾಮಹರಖ
heavis,ಹೆವಿಸ್
purnatma,ಪೂರ್ಣಾತ್ಮ
swapnagalaagi,ಸ್ವಪ್ನಗಳಾಗಿ
piyavarannu,ಪಿಯವರನ್ನು
taaribaagilige,ತಾರಿಬಾಗಿಲಿಗೆ
exelgaagi,ಎಕ್ಸೆಲ್ಗಾಗಿ
cricketigintaloo,ಕ್ರಿಕೆಟಿಗಿಂತಲೂ
rashichakra,ರಾಶಿಚಕ್ರ
pattiyalliruvavaru,ಪಟ್ಟಿಯಲ್ಲಿರುವವರು
aranyarodane,ಅರಣ್ಯರೋದನೆ
ibbaramele,ಇಬ್ಬರಮೇಲೆ
uddadondu,ಉದ್ದದೊಂದು
antimagollabeku,ಅಂತಿಮಗೊಳ್ಳಬೇಕು
bombeyodane,ಬೊಂಬೆಯೊಡನೆ
campgalive,ಕ್ಯಾಂಪ್ಗಳಿವೆ
nittisida,ನಿಟ್ಟಿಸಿದ
keluvade,ಕೇಳುವಡೆ
kairuchigalu,ಕೈರುಚಿಗಳು
praveshaadhikaaravillada,ಪ್ರವೇಶಾಧಿಕಾರವಿಲ್ಲದ
balavardhanegollabeku,ಬಲವರ್ಧನೆಗೊಳ್ಳಬೇಕು
aarogyadalliruttave,ಆರೋಗ್ಯದಲ್ಲಿರುತ್ತವೆ
matugalenisuttave,ಮಾತುಗಳೆನಿಸುತ್ತವೆ
hachcheni,ಹಚ್ಚೆನಿ
uttamkumar,ಉತ್ತಮಕುಮಾರ್
gadiyanchinallide,ಗಡಿಯಂಚಿನಲ್ಲಿದೆ
abhinayaadigalannu,ಅಭಿನಯಾದಿಗಳನ್ನು
tondarepaduttiruvavaru,ತೊಂದರೆಪಡುತ್ತಿರುವವರು
prajapatigalu,ಪ್ರಜಾಪತಿಗಳು
pratikriyegaararu,ಪ್ರತಿಕ್ರಿಯೆಗಾರರು
anineresalu,ಅಣಿನೆರೆಸಲು
euoplocephalus,ಯುಯೋಪ್ಲೋಸೆಫಾಲಸ್
paraariyaagiddaarendu,ಪರಾರಿಯಾಗಿದ್ದಾರೆಂದು
khairwada,ಖೈರವಾಡ
ahutiyaadare,ಅಹುತಿಯಾದರೆ
madikegalaagive,ಮಡಿಕೆಗಳಾಗಿವೆ
gouravaanvitare,ಗೌರವಾನ್ವಿತರೆ
hoodare,ಹೂದರೆ
havaladaarati,ಹವಳದಾರತಿ
hattiradavaraagiddaare,ಹತ್ತಿರದವರಾಗಿದ್ದಾರೆ
laksharchane,ಲಕ್ಷಾರ್ಚನೆ
hanagalisuttidda,ಹಣಗಳಿಸುತ್ತಿದ್ದ
attabahudu,ಅಟ್ಟಬಹುದು
vahisuttaareyo,ವಹಿಸುತ್ತಾರೆಯೋ
sampradaayaviddudu,ಸಂಪ್ರದಾಯವಿದ್ದುದು
dosimetrist,ಡಾಸಿಮೆಟ್ರಿಸ್ಟ್
pralobhiyante,ಪ್ರಲೋಭಿಯಂತೆ
nadeyuvudide,ನಡೆಯುವುದಿದೆ
aaptasibbandi,ಆಪ್ತಸಿಬ್ಬಂದಿ
tinalirpante,ತಿನಲಿರ್ಪಂತೆ
aassaadiyavarige,ಆಸ್ಸಾದಿಯವರಿಗೆ
yogeshwarge,ಯೋಗೇಶ್ವರ್ಗೆ
sameepadallaagali,ಸಮೀಪದಲ್ಲಾಗಲಿ
amardeep,ಅಮರದೀಪ್
bhitiyallideyendu,ಭೀತಿಯಲ್ಲಿದೆಯೆಂದೂ
doshagaliddalli,ದೋಷಗಳಿದ್ದಲ್ಲಿ
nagarikateyatta,ನಾಗರಿಕತೆಯತ್ತ
adhikrutarigoo,ಅಧಿಕೃತರಿಗೂ
kannadadevi,ಕನ್ನಡದೇವಿ
besarapattanu,ಬೇಸರಪಟ್ಟನು
kaliyalillavendu,ಕಲಿಯಲಿಲ್ಲವೆಂದು
avaraddagalilla,ಅವರದ್ದಾಗಲಿಲ್ಲ
doddabasavanagouda,ದೊಡ್ಡಬಸವನಗೌಡ
phytosteralgalannu,ಫೈಟೊಸ್ಟೆರಾಲ್ಗಳನ್ನು
nodidavarannella,ನೋಡಿದವರನ್ನೆಲ್ಲಾ
bandupokkam,ಬಂದುಪೊಕ್ಕಂ
muktayakke,ಮುಕ್ತಾಯಕ್ಕೆ
airpaataagiddarinda,ಏರ್ಪಾಟಾಗಿದ್ದರಿಂದ
talupisaloo,ತಲುಪಿಸಲೂ
nazamuddin,ನಜಮುದ್ದೀನ್
hataasharannaagisuttide,ಹತಾಷರನ್ನಾಗಿಸುತ್ತಿದೆ
